Nome da Empresa;Categoria;website;Qtd Funcionários;Data da Fundação;Localização
Ponto Zero Digital;Marketing e publicidade;http://www.pontozerodigital.com.br;2-10;2013;Rua João Pio Duarte Silva, 880, sl 201, Córrego Grande, Florianópolis, Santa Catarina 88037-000,
GM Digital;Marketing e publicidade;https://digitalgm.com.br/;2-10;2021;São Paulo, SP
Hotlabz;Marketing e publicidade;https://www.hotlabz.co;2-10;2020;Curitiba, PR 80250-210,
YouGrow Agency;Marketing e publicidade;http://www.yougrowagency.com;2-10;2018;Rua Alberto de Campos, Rio de Janeiro, 22411-030,
Odepto Criativo;Marketing e publicidade;https://odepto.com;2-10;2016;São Paulo , São Paulo
Agência W2M;Marketing e publicidade;https://www.agw2m.com.br;2-10;2012;Rua Julio Wild 61, Vera Cruz, Rio Grande do Sul 96880-000,
Twobest Digital;Marketing e publicidade;21;0;2020;rio de janeiro , RJ 21520200,
Wup Digital;Marketing e publicidade;https://wupdigital.com/;2-10;Sem informação;Diadema, SP 09910-660,
Agência Articule;Marketing e publicidade;http://www.agenciaarticule.com.br;2-10;1997;Rio de Janeiro,
Hillier | Marketing Digital;Marketing e publicidade;http://www.hillier.com.br;2-10;2015;Av Comendador Mançor Daud, 520, São José do Rio Preto, São Paulo 15080-080,
Guinada Digital | Agência de Marketing Digital | Curitiba;Marketing e publicidade;https://guinadadigital.com/;2-10;2018;Rua Antônio de Castro Alves, Pinhais, Paraná 83321-250,
Luís Nunes - Marketing e Comunicação;Marketing e publicidade;http://www.luisnunes.com.br;2-10;Sem informação;Avenida Paulista, São Paulo, SP 01311-929,
iMais BI;Marketing e publicidade;https://www.agenciaimais.com.br/;11-50;Sem informação;Rua José Rabelo Padilha 954, Centro Petrolina, Petrolina, Pernambuco 56302-090,
eXanalógicos;Marketing e publicidade;Inclui;2-10;Sem informação;Florianópolis, Santa Catarina
Marketing na Veia;Marketing e publicidade;http://marketingnaveia.com;0;2017;São Paulo, SP
SMART AD BRASIL;Marketing e publicidade;Inclui;2-10;2009;04143-030,
Ânima Fashion;Marketing e publicidade;http://www.animabranding.com.br;2-10;2017;Rua 1 Campinas, Campinas, São Paulo 13023020,
Barake Agência;Marketing e publicidade;https://www.barake.com.br;2-10;Sem informação;Viamão, Rio Grande do Sul 94430570,
Agencia Digital Solution;Marketing e publicidade;http://www.agenciadigitalsoluiton.com;2-10;2020;Guarulhos, SP 07191257,
Brisah Digital;Marketing e publicidade;http://www.brisahdigital.com;2-10;2021;Rio de Janeiro, RJ
Agência Virtuale;Marketing e publicidade;http://www.agenciavirtuale.com.br;2-10;2002;Avenida Estados Unidos 528, Salvador, Bahia 40010-904,
BrunoFreire;Marketing e publicidade;https://brunofreire.top;0;Sem informação;Rio de Janeiro, Rio de Janeiro 20261066,
Agência Digital Supernova;Marketing e publicidade;https://agenciadigitalsupernova.com.br/;0;Sem informação;Londrina, Paraná
Triart Comunicação e Marketing;Marketing e publicidade;http://www.triartmkt.com.br;2-10;2018;Avenida Bom Pastor, 1856, Vila Vilas Boas, Campo Grande, MS 79051-220,
Ruptus Digital;Marketing e publicidade;https://ruptus.com.br/;2-10;Sem informação;Sem informação
Orange Hub;Marketing e publicidade;http://www.orangecw.com.br;0-1;2018;Rua Professor Luiz Eurico Ferreira 119, São José dos Campos, São Paulo 12235-170,
Agência Hit;Marketing e publicidade;http://agenciahit.ga;2-10;2018;Rua Maria Carolina Martins 62, Colatina, Espírito Santo
Insight Marketing Digital;Marketing e publicidade;https://www.insight7.com.br/;2-10;Sem informação;Barra da Tijuca , Rio de Janeiro, RJ Barra da Tijuca ,
Aho.Digital;Marketing e publicidade;https://aho.digital;2-10;2017;Rua Carolina Vergueiro 224, Passo Fundo, Rio Grande do Sul 99020010,
CIA da OBRA;Marketing e publicidade;http://www.ciadaobra.com.br;2-10;2018;Av. Visconde de Mauá, 722 apartamento 04, Ponta Grossa, Paraná 84040290,
Agência LBM;Marketing e publicidade;http://www.agencialbm.com.br/;2-10;2017;Rua Padre Benedito Maria Cardoso, São Paulo, 03169-060,
Rezultta.;Marketing e publicidade;https://rezultta.com.br;0;Sem informação;Presidente Prudente, SP
Quickening - Marketing de Transformação;Marketing e publicidade;https://quickening.com.br;2-10;2014;São Paulo,
Aplíkasi - Assessoria e Marketing Estratégico;Marketing e publicidade;http://www.aplikasi.com.br/;2-10;2017;Jundiaí, São Paulo
Arts & Crafts Comunicação;Marketing e publicidade;http://www.artsecraftscomunicacao.com;2-10;2016;Rua Elmo Horst, 210, Brusque, Santa Catarina 88350-000,
AYK Agência Digital;Marketing e publicidade;1145535735;2-10;2020;São Paulo, São Paulo
Duplo A Comunicação Digital;Marketing e publicidade;http://duploacomicacaodigital.com.br;0;2021;.,
Mauro Palacios Consultoria em Marketing Digital e Negócios;Marketing e publicidade;http://mauropalacios.com.br;0-1;2001;Avenida Engenheiro Luís Carlos Berrini 1748, 18o andar, São Paulo, SP
Velos Digital;Marketing e publicidade;http://www.velosdigital.com.br;0;2021;Brasília,
T&J Marketing Brasil;Marketing e publicidade;Principal;0;2019;São Paulo, São Paulo,
Marketing da SiS;Marketing e publicidade;https://www.marketingdasis.com;0;2017;Rua Brigadeiro Galvão , São Paulo, São Paulo 01151000,
MKiD - Inteligência Digital;Marketing e publicidade;https://mkid.com.br/;0;2020;Rua Ministro Calógeras, 343, 12, Joinville, Santa Catarina 89202207,
Communic Publicidade e Marketing;Marketing e publicidade;http://communicmarketing.com/;0;2020;Brasília,
Analice Nicolau Connect;Marketing e publicidade;http://www.analicenicolau.com.br;2-10;Sem informação;Mogi das Cruzes, São Paulo
Agência One Click;Marketing e publicidade;http://www.agenciaoneclick.com.br;0;2020;São Paulo,
Bear Comunicação;Marketing e publicidade;Inclui;2-10;2019;Belo Horizonte, MG
Thali - Vendas e Marketing Digital;Marketing e publicidade;http://thali.com.br;0;2018;Avenida Nicomedes Alves dos Santos 3600, Uberlândia, Minas Gerais
Injeção Digital;Marketing e publicidade;http://www.injecaodigital.com.br;11-50;Sem informação;Rua Cândido do Nascimento 78 - Jardim Paulista, São Paulo, SP 04503-090,
Atos Comunicação Digital;Marketing e publicidade;http://atoscomunicacao.com;0;2015;Rua Pernambuco, 0, Belo Horizonte, MG 30130-154,
Grupo Apollo;Marketing e publicidade;http://apolloag.com.br;11-50;2021;Fortaleza, Ceará
Agência Socorro Digital;Marketing e publicidade;http://www.agenciasocorrodigital.com.br;0;2020;Rua Itaúna, 41, Belo Horizonte, Minas Gerais 31110070,
Eggs Soluções em Marketing;Marketing e publicidade;http://www.eggsolutions.com.br;2-10;2017;Rua José de Oliveira Coelho, 685, São Paulo, SP 05727240,
WiExp. Plataforma WiFi Marketing Analítico de Próxima Geração;Marketing e publicidade;https://wiexp.com;2-10;2018;Boulevard Vinte E Oito de Setembro, 307, Rio de Janeiro, Rio de Janeiro 20551-030,
Consummate Consulting;Marketing e publicidade;http://www.consummate.com.br;0;Sem informação;Moema, São Paulo, SP
Guandu Comunicação e Marketing;Marketing e publicidade;http://www.agenciaguandu.com.br;2-10;2019;Avenida D, 419 Qd. G11, Lt. 01 - Setor Marista, 4º Andar , Goiânia, Goiás 74150-040,
3F Propaganda;Marketing e publicidade;http://www.3fpropaganda.com.br;2-10;2004;Avenida das Nações Unidas 14171, 15º Marble Tower, São Paulo, São Paulo 04794-000,
InSalePRO;Marketing e publicidade;http://insalepro.com/;2-10;2018;Avenida Cassiano Ricardo 319, São José dos Campos, São Paulo
TRENDS COMUNICAÇÃO DIGITAL;Marketing e publicidade;http://trendsagency.com;2-10;2016;Rua Amaro Tavares, Umuarama, Paraná
Social Market Club;Marketing e publicidade;http://www.socialmarketclub.com.br;2-10;2018;Juiz de Fora,
Farfalla;Marketing e publicidade;https://bit.ly/Farfallamkt;2-10;2020;São Paulo ,
Por Exemplo;Marketing e publicidade;https://porexemplo.pe/;2-10;2020;São Paulo, São Paulo 01257-030,
Ande Marketing;Marketing e publicidade;http://www.andemarketing.com.br;2-10;2020;São Paulo, SP 01306040,
Nerd Marketing;Marketing e publicidade;https://www.nerdmarketing.com.br/;0;2008;Rua T 36, Goiânia, Goiás 7423052,
um.branding;Marketing e publicidade;http://www.umpropag.com.br/;2-10;2018;Avenida Brigadeiro Faria Lima 1572, Conjunto 703, São Paulo, São Paulo
Agência Halley;Marketing e publicidade;http://www.agenciahalley.com;2-10;2020;Maringá, Paraná
CONECTA3;Marketing e publicidade;http://conecta3.com.br;2-10;2013;Av. Luís Viana, 6462 - Patamares, Salvador - BA, Torre A sala 801, Salvador, Bahia 41301-110,
Vida em Marketing - Consultoria Digital & Empresarial;Marketing e publicidade;http://www.vidaemmarketing.com.br;2-10;2018;Avenida Meriti, 960, Sala: 204, Rio de Janeiro, Rio de Janeiro 21211006,
Select Comunicação Estratégica;Marketing e publicidade;http://www.selectce.com.br;2-10;2013;Travessa Rio Fortuna, 39, Apto 202, Laguna, Santa Catarina 88790-000,
UP HUB;Marketing e publicidade;31987379227;0;2012;Rua Juíz de Fora, Belo Horizonte, Minas Gerais 30180061,
Reagência Marketing;Marketing e publicidade;http://www.reagencia.com.br;2-10;2007;Bela Vista, São Paulo, São Paulo
Engage House;Marketing e publicidade;http://www.engagehouse.com.br;2-10;2020;Avenida Protásio Alves 3504, 403, Porto Alegre, Rio Grande do Sul 90410-007,
Regentes;Marketing e publicidade;http://www.regentes.com.br;0-1;2020;Rua Alberto Torres 129, Lajeado, Rio Grande do Sul 95900-000,
I AM Andressa Lisboa;Marketing e publicidade;https://bit.ly/3gDbA2m;2-10;2018;Atendimento realizado remotamente ou na sua empresa., São Paulo, São Paulo 000-000,
Apenas Be;Marketing e publicidade;http://apenasbe.com.br/;2-10;2019;São Paulo, São Paulo
MRC GROUP;Marketing e publicidade;http://www.mrcgroup.com.br;0;2018;Sorocaba, SP 18051745,
Focus Soluções;Marketing e publicidade;http://www.agenciafocussolucoes.com.br;11-50;2017;Avenida Marechal Castelo Branco - Nº 65, SL 801 - Bloco B, São José, SC 88101-020,
CV Gestão de Marketing e Treinamentos;Marketing e publicidade;Inclui;2-10;2010;Rua Rafael de Barros, n° 380 - Centro, Edifício Cilas Lopes - 3° Andar - Sala 12-A30, Leme, São Paulo 13610-200,
Agência Kender;Marketing e publicidade;https://agenciakender.com.br;2-10;2019;Avenida da Saudade 751, Presidente Prudente, São Paulo 19050-310,
PIX ASSESSORIA | MARKETING AND BUSINESS;Marketing e publicidade;https://pixmidias.com.br/;11-50;2017;Caxias Do Sul, Rio Grande do Sul
Let's Work | Agência de Marketing Digital;Marketing e publicidade;http://www.letsworkdigital.com;0;2017;Rua Doutor Zuquim 1088, São Paulo,
Seabra Negócios Digitais;Marketing e publicidade;http://www.seabranegociosdigitais.com.br;0-1;2020;Contagem, MG 32223530,
b-Rosa Marketing and Innovation;Marketing e publicidade;http://www.b-rosainnovation.com;0;2019;Q 205 Lote 5, Ed. Ingrid, Águas Claras, DF 71925000,
Project Web Identidade Visual;Marketing e publicidade;Inclui;2-10;2017;São Paulo, São Paulo, SP 08744055,
M.Silveira Comunicação;Marketing e publicidade;Inclui;2-10;2009;Avenida Diogo Gomes Carneiro, 400, Casa 6C, São Paulo, São Paulo 05547030,
MKTzone;Marketing e publicidade;http://mktzone.com.br/;11-50;2010;Av Padre Arlindo Vieira, 214, São Paulo, São Paulo 04297000,
Agência UpFire;Marketing e publicidade;http://www.biolinky.co/upfirebrasil;0;2021;Campinas,
LatinaCreativa;Marketing e publicidade;http://latinacreativa.com;11-50;2016;Goiânia,
ZEN MARKETING DIGITAL;Marketing e publicidade;http://www.zenmarketingdigital.com;2-10;Sem informação;São Paulo, SP 03408020,
Roisem - Search Engine Marketing;Marketing e publicidade;http://www.roisem.com.br;2-10;2016;Sem informação
4MOVE;Marketing e publicidade;http://agenciamove360.com.br;0;2018;R. José Florentino Júnior, nº 139. Tambauzinho, JOAO PESSOA, PB 58030-000,
Marketing Digital & E-commerce;Marketing e publicidade;16;0;2018;São Carlos, São paulo 13561-353,
Agência Puro Agro;Marketing e publicidade;(44);2-10;2019;Rua das Limeiras, 206, São Cristóvão, Guarapuava, Paraná 85060-150,
Agência Espelhar;Marketing e publicidade;http://www.agenciaespelhar.com.br;0;2019;Rua Tutóia 324, Conjunto 09, São Paulo, São Paulo 04007-001,
BENDITA AGÊNCIA;Marketing e publicidade;https://www.benditaagencia.com.br;0;2015;São Paulo,
Ógea Marketing e Design;Marketing e publicidade;https://www.ogeamkt.com.br/;0;2020;São Paulo, São Paulo
Arctia Consultoria de Marketing;Marketing e publicidade;http://www.arctia.com.br;2-10;2018;Curitiba, PR
Weegoo Personal Marketing;Marketing e publicidade;http://www.weegoomarketing.com.br;0;2016;Sem informação
Agile Marketing Trends;Marketing e publicidade;Principal;0;2020;São Paulo, São Paulo
Why Marketing Assertivo;Marketing e publicidade;http://www.agenciawhy.com.br;0;2018;Rua Professor Guaraciaba Santos, 99, Portão da esquina, Uberlândia, MG 38408266,
Clipbrands;Marketing e publicidade;http://clipbrands.co;2-10;2020;Sem informação
Axel Agência;Marketing e publicidade;https://www.axelagencia.com;0;2017;Porto Alegre e Região,
Black Rocket Lançamentos;Marketing e publicidade;https://blackrocket.com.br/;2-10;2020;Salvador, Bahia 41760200,
PYXIS Digital;Marketing e publicidade;https://pyxis.digital;2-10;2010;Bairro Quilombo, Cuiabá, MT 78045-305,
NEGÓCIOS DIGITAIS 360;Marketing e publicidade;http://www.negociosdigitais360.com.br;2-10;2020;BRASILIA, DF
Oitavo Andar;Marketing e publicidade;http://oitavoandar.com/;0;Sem informação;Rio de Janeiro, RJ 22220-040,
Peacock Company;Marketing e publicidade;http://www.peacockcompany.com.br;0;2020;São Paulo, São Paulo
Universos Colores;Marketing e publicidade;https://universoscolores.com/;2-10;2017;Santos, São Paulo 11045-501,
ATMKT;Marketing e publicidade;https://atproducoes.com.br/;2-10;2009;Rua Antônio de Castro Alves, 72, TAUBATÉ, SÃO PAULO 12082-170,
MARKETSHAPE;Marketing e publicidade;http://www.marketshape.org;2-10;2020;RECIFE / SÃO PAULO, PE / SP
Tale;Marketing e publicidade;http://talelab.co;2-10;2017;São Paulo,
3w4u Soluções Tecnológicas;Marketing e publicidade;https://3w4u.com.br/;0;2010;Rua Ayres Gama 222, Sala 803, Blumenau, Santa Catarina 89012-480,
T2DM;Marketing e publicidade;http://www.t2dm.com.br;0;Sem informação;Avenida Marcos Penteado de Ulhôa Rodrigues, Santana de Parnaíba, São Paulo 06543-001,
DNA Impulse;Marketing e publicidade;https://dnaimpulse.com.br/;0;2020;São Paulo, SP
Dynamic7 Marketing Digital;Marketing e publicidade;https://www.instagram.com/dynamic7.digital/;0;2020;Tubarão, Santa Catarina
Hayes;Marketing e publicidade;http://hayes.com.br/;2-10;Sem informação;Curitiba, Paraná
Grudigital;Marketing e publicidade;https://grudigital.com.br;2-10;2018;São Paulo, SP
Neos Sales;Marketing e publicidade;http://www.neossales.com;0;2019;SHN, Qd. 1, Ed. Vision Work e Live, Brasília, DF 70701-060,
Vender é Poder;Marketing e publicidade;http://www.venderepoder.com;2-10;2019;Diadema, SP 099,
GRUPO CONHECER;Marketing e publicidade;http://www.conheceread.com.br;0;2018;São Paulo, São Paulo 04402140,
Alcateia do Digital;Marketing e publicidade;http://www.alcateiadodigital.com.br;0;Sem informação;Ribeirão Preto, SP 14021620,
MAV J. Publicidade;Marketing e publicidade;https://mavjpublicidade.com.br/;2-10;2015;Rua Coronel Virgílio dos Santos, Nº 41, 1° andar sala 02, São Paulo, SP 05115-000,
Agência HYTE;Marketing e publicidade;http://www.bit.ly/parceiroshyte;0;Sem informação;São Paulo, SP
GDP Comunicação;Marketing e publicidade;47984652393;0-1;2021;Guaramirim, Santa Catarina 89270000,
Tudonanet;Marketing e publicidade;https://tudona.net/;2-10;1998;Rua Itápolis, 50, Santo André, São Paulo 09240540,
Blog InovaMkt;Marketing e publicidade;Principal;0;2018;Avenida Nossa Senhora do Sabará, São Paulo,
Tree Content;Marketing e publicidade;http://www.treecontent.com;0;2016;São Paulo, São Paulo, SP
Wild MKT;Marketing e publicidade;http://www.wildmkt.com.br;0;2010;Rua Câncio Gomes 677, Porto Alegre, Rio Grande do Sul 90220-060,
Romi7 Agência Digital;Marketing e publicidade;https://romi7.com/;0;Sem informação;Brasilia,
Boreal Mídia;Marketing e publicidade;https://www.linkedin.com/redir/general-malware-page?url=https%3A%2F%2Fwww%2eborealmidia%2ecom%2ebr%2F;2-10;2017;Avenida São Vicente de Paulo, 385, Itajubá, MG 37502082,
Estiga Comunicação;Marketing e publicidade;http://www.estigacomunicacao.com.br;2-10;2013;Recife, Pernambuco 52041-080,
Além das Ideias - Inteligência Digital;Marketing e publicidade;http://www.alemdasideias.com.br;2-10;2017;Rua João Dalpasquale 343, Sala 201B, Dois Vizinhos, Paraná 85660000,
Growmark.it - Business Agency;Marketing e publicidade;http://growmark.it/;0;2017;Rua Sabino, São Paulo, São Paulo 04127060,
Flow28 Marketing Digital;Marketing e publicidade;http://www.flow28.com;0;2012;Av. Caxingui, 191, CJ 62, São Paulo, São Paulo 05579000,
Dinbrasil;Marketing e publicidade;http://www.dinbrasil.com.br;2-10;2000;Atibaia, SP
José Ricardo Alves Santana;Marketing e publicidade;http://josericardoalvessantana.com;0;2018;Guarujá, São paulo 11460004,
Escala Cursos e Consultoria;Marketing e publicidade;http://www.escalacursos.com.br;0;2018;Rua Galeno de Almeida 188, São Paulo, São Paulo 05410001,
Fusão Criativa;Marketing e publicidade;https://fusaocriativa.com;0;2017;Rio de Janeiro, Rio de Janeiro
Olhai;Marketing e publicidade;http://www.somosolhai.com.br;0;2018;Praça Cassiano Nogueira 28, São Paulo, SP 04117-160,
Agência OM  Lançamentos Digitais;Marketing e publicidade;http://www.agenciaom.com;2-10;2019;São Paulo, SP
Analua Comunicação;Marketing e publicidade;http://www.analuacomunicacao.com.br;2-10;Sem informação;Rio de Janeiro,
GreenFieldBrasil;Marketing e publicidade;http://www.greenfieldbrasil.com;0;2020;São Paulo,
Altavive Comunicação Ltda.;Marketing e publicidade;http://altavive.com/;2-10;2003;Rua Leonardo Mota 100 142, Vila Indiana, São Paulo, São Paulo 05586090,
LU/COM MARKETING;Marketing e publicidade;19;0-1;2013;São Paulo,
Actio Lab - Laboratório de Criatividade e Inovação;Marketing e publicidade;http://www.actiolab.com.br;0;2015;No, Rio de Janeiro, Rio de Janeiro
Trilha MV Marketing & Vendas;Marketing e publicidade;https://trilhamv.com.br/;2-10;2020;Vitória,
